fips_code,age_group,population
35053,75-99,1200
35055,0-4,1463
35055,5-11,2427
35055,12-15,1325
35055,16-17,699
35055,18-24,2537
35055,25-39,4774
35055,40-49,3693
35055,50-64,7587
35055,65-74,5094
35055,75-99,3186
35057,0-4,793
35057,5-11,1267
35057,12-15,795
35057,16-17,421
35057,18-24,1476
35057,25-39,2376
35057,40-49,1911
35057,50-64,3360
35057,65-74,1993
35057,75-99,1127
35059,0-4,226
35059,5-11,444
35059,12-15,116
35059,16-17,50
35059,18-24,277
35059,25-39,964
35059,40-49,485
35059,50-64,755
35059,65-74,417
35059,75-99,399
35061,0-4,4325
35061,5-11,7185
35061,12-15,4380
35061,16-17,2138
35061,18-24,6668
35061,25-39,14081
35061,40-49,8607
35061,50-64,15561
35061,65-74,7911
35061,75-99,5171
36001,0-4,15580
36001,5-11,21381
36001,12-15,13105
36001,16-17,6833
36001,18-24,45150
36001,25-39,59345
36001,40-49,34087
36001,50-64,60795
36001,65-74,28867
36001,75-99,21824
36003,0-4,2408
36003,5-11,3678
36003,12-15,2217
36003,16-17,1138
36003,18-24,7209
36003,25-39,7074
36003,40-49,4828
36003,50-64,9540
36003,65-74,5017
36003,75-99,3579
36005,0-4,104886
36005,5-11,136730
36005,12-15,78162
36005,16-17,38625
36005,18-24,147118
36005,25-39,322872
36005,40-49,176518
36005,50-64,250495
36005,65-74,100267
36005,75-99,79394
36007,0-4,10106
36007,5-11,14728
36007,12-15,8251
36007,16-17,4543
36007,18-24,27496
36007,25-39,31713
36007,40-49,20306
36007,50-64,39938
36007,65-74,19086
36007,75-99,17021
36009,0-4,4399
36009,5-11,6705
36009,12-15,4058
36009,16-17,2022
36009,18-24,7088
36009,25-39,12407
36009,40-49,8980
36009,50-64,17035
36009,65-74,8319
36009,75-99,6108
36011,0-4,3890
36011,5-11,5995
36011,12-15,3579
36011,16-17,1930
36011,18-24,6595
36011,25-39,14253
36011,40-49,9292
36011,50-64,17679
36011,65-74,8235
36011,75-99,5977
36013,0-4,7003
36013,5-11,9852
36013,12-15,6253
36013,16-17,3212
36013,18-24,12659
36013,25-39,21804
36013,40-49,14367
36013,50-64,28189
36013,65-74,14017
36013,75-99,11140
36015,0-4,4938
36015,5-11,7093
36015,12-15,4143
36015,16-17,2153
36015,18-24,6964
36015,25-39,15606
36015,40-49,9993
36015,50-64,18391
36015,65-74,8689
36015,75-99,6925
36017,0-4,2556
36017,5-11,3826
36017,12-15,2357
36017,16-17,1212
36017,18-24,3614
36017,25-39,7824
36017,40-49,5794
36017,50-64,11049
36017,65-74,5665
36017,75-99,4012
36019,0-4,3918
36019,5-11,5602
36019,12-15,3360
36019,16-17,1648
36019,18-24,10844
36019,25-39,15426
36019,40-49,9211
36019,50-64,17356
36019,65-74,7642
36019,75-99,5576
36021,0-4,2557
36021,5-11,4046
36021,12-15,2549
36021,16-17,1499
36021,18-24,4146
36021,25-39,9916
36021,40-49,7036
36021,50-64,14686
36021,65-74,8078
36021,75-99,5858
36023,0-4,2376
36023,5-11,3659
36023,12-15,2029
36023,16-17,1103
36023,18-24,8585
36023,25-39,7868
36023,40-49,5307
36023,50-64,9270
36023,65-74,4456
36023,75-99,3212
36025,0-4,1752
36025,5-11,2993
36025,12-15,1908
36025,16-17,1033
36025,18-24,4522
36025,25-39,6428
36025,40-49,4960
36025,50-64,10611
36025,65-74,6255
36025,75-99,4533
36027,0-4,13537
36027,5-11,21031
36027,12-15,14074
36027,16-17,7553
36027,18-24,31945
36027,25-39,51179
36027,40-49,37212
36027,50-64,67046
36027,65-74,28334
36027,75-99,21842
36029,0-4,50350
36029,5-11,71604
36029,12-15,42878
36029,16-17,22740
36029,18-24,85802
36029,25-39,183426
36029,40-49,105654
36029,50-64,195157
36029,65-74,89861
36029,75-99,71883
36031,0-4,1478
36031,5-11,2383
36031,12-15,1447
36031,16-17,845
36031,18-24,2638
36031,25-39,6807
36031,40-49,4208
36031,50-64,9127
36031,65-74,4871
36031,75-99,3654
36033,0-4,2485
36033,5-11,4149
36033,12-15,2242
36033,16-17,1183
36033,18-24,5352
36033,25-39,9933
36033,40-49,6071
36033,50-64,10696
36033,65-74,5024
36033,75-99,3341
36035,0-4,2710
36035,5-11,4265
36035,12-15,2625
36035,16-17,1336
36035,18-24,4109
36035,25-39,9389
36035,40-49,6844
36035,50-64,12157
36035,65-74,5898
36035,75-99,4313
36037,0-4,2967
36037,5-11,4694
36037,12-15,2689
36037,16-17,1407
36037,18-24,4717
36037,25-39,10447
36037,40-49,6943
36037,50-64,13351
36037,65-74,5784
36037,75-99,4809
36039,0-4,2019
36039,5-11,2917
36039,12-15,1976
36039,16-17,997
36039,18-24,4156
36039,25-39,8206
36039,40-49,5794
36039,50-64,11097
36039,65-74,6078
36039,75-99,4184
36041,0-4,145
36041,5-11,239
36041,12-15,152
36041,16-17,89
36041,18-24,323
36041,25-39,556
36041,40-49,382
36041,50-64,1263
36041,65-74,841
36041,75-99,525
36043,0-4,3165
36043,5-11,5071
36043,12-15,3073
36043,16-17,1561
36043,18-24,5455
36043,25-39,9962
36043,40-49,7400
36043,50-64,13887
36043,65-74,7095
36043,75-99,5388
36045,0-4,8918
36045,5-11,10453
36045,12-15,5325
36045,16-17,2586
36045,18-24,14020
36045,25-39,26193
36045,40-49,11870
36045,50-64,18554
36045,65-74,8736
36045,75-99,6187
36047,0-4,190959
36047,5-11,221790
36047,12-15,123001
36047,16-17,58896
36047,18-24,215081
36047,25-39,666373
36047,40-49,322327
36047,50-64,439253
36047,65-74,199134
36047,75-99,153160
36049,0-4,1688
36049,5-11,2284
36049,12-15,1447
36049,16-17,707
36049,18-24,2085
36049,25-39,4475
36049,40-49,3123
36049,50-64,6007
36049,65-74,2674
36049,75-99,2081
36051,0-4,2739
36051,5-11,4383
36051,12-15,2807
36051,16-17,1461
36051,18-24,9523
36051,25-39,10008
36051,40-49,7620
36051,50-64,14121
36051,65-74,6383
36051,75-99,4546
36053,0-4,3361
36053,5-11,5576
36053,12-15,3078
36053,16-17,1801
36053,18-24,9423
36053,25-39,10992
36053,40-49,8305
36053,50-64,16120
36053,65-74,7350
36053,75-99,5200
36055,0-4,41286
36055,5-11,59988
36055,12-15,36116
36055,16-17,18541
36055,18-24,74733
36055,25-39,149048
36055,40-49,85356
36055,50-64,152928
36055,65-74,71093
36055,75-99,54251
36057,0-4,3107
36057,5-11,4373
36057,12-15,2468
36057,16-17,1358
36057,18-24,3797
36057,25-39,9025
36057,40-49,5867
36057,50-64,10287
36057,65-74,5018
36057,75-99,4002
36059,0-4,74228
36059,5-11,114577
36059,12-15,68661
36059,16-17,36277
36059,18-24,119754
36059,25-39,235714
36059,40-49,175615
36059,50-64,294701
36059,65-74,129739
36059,75-99,107244
36061,0-4,78773
36061,5-11,86009
36061,12-15,47647
36061,16-17,22507
36061,18-24,147692
36061,25-39,493132
36061,40-49,208025
36061,50-64,283852
36061,65-74,144598
36061,75-99,119758
36063,0-4,11099
36063,5-11,15853
36063,12-15,10362
36063,16-17,5210
36063,18-24,17570
36063,25-39,38416
36063,40-49,24612
36063,50-64,48481
36063,65-74,22449
36063,75-99,16768
36065,0-4,13016
36065,5-11,19293
36065,12-15,10970
36065,16-17,5646
36065,18-24,22090
36065,25-39,41174
36065,40-49,27339
36065,50-64,48156
36065,65-74,23127
36065,75-99,19148
36067,0-4,26367
36067,5-11,38258
36067,12-15,22569
36067,16-17,11889
36067,18-24,47911
36067,25-39,88948
36067,40-49,52968
36067,50-64,97129
36067,65-74,43155
36067,75-99,33678
36069,0-4,5436
36069,5-11,8701
36069,12-15,5385
36069,16-17,2797
36069,18-24,10020
36069,25-39,18110
36069,40-49,13073
36069,50-64,24782
36069,65-74,12530
36069,75-99,8677
36071,0-4,25153
36071,5-11,37910
36071,12-15,22604
36071,16-17,11625
36071,18-24,40018
36071,25-39,66445
36071,40-49,48647
36071,50-64,75732
36071,65-74,30664
36071,75-99,21287
36073,0-4,2063
36073,5-11,3055
36073,12-15,1847
36073,16-17,1089
36073,18-24,3351
36073,25-39,7921
36073,40-49,4844
36073,50-64,9636
36073,65-74,4139
36073,75-99,2959
36075,0-4,6464
36075,5-11,9643
36075,12-15,5973
36075,16-17,3042
36075,18-24,13124
36075,25-39,20555
36075,40-49,14362
36075,50-64,26508
36075,65-74,11265
36075,75-99,7403
36077,0-4,2539
36077,5-11,3634
36077,12-15,2314
36077,16-17,1216
36077,18-24,10330
36077,25-39,8548
36077,40-49,6278
36077,50-64,12780
36077,65-74,7083
36077,75-99,5250
36079,0-4,4393
36079,5-11,7366
36079,12-15,5338
36079,16-17,2771
36079,18-24,8355
36079,25-39,16094
36079,40-49,13842
36079,50-64,24124
36079,65-74,9944
36079,75-99,6560
36081,0-4,143079
36081,5-11,171313
36081,12-15,99603
36081,16-17,48328
36081,18-24,179669
36081,25-39,534387
36081,40-49,305871
36081,50-64,454624
36081,65-74,196208
36081,75-99,154306
36083,0-4,8286
36083,5-11,12028
36083,12-15,7079
36083,16-17,3687
36083,18-24,16369
36083,25-39,32527
36083,40-49,18807
36083,50-64,34094
36083,65-74,15608
36083,75-99,10699
36085,0-4,27274
36085,5-11,40690
36085,12-15,23891
36085,16-17,12383
36085,18-24,39994
36085,25-39,92871
36085,40-49,63133
36085,50-64,99215
36085,65-74,44382
36085,75-99,31060
36087,0-4,25653
36087,5-11,34874
36087,12-15,20283
36087,16-17,10082
36087,18-24,29939
36087,25-39,55562
36087,40-49,37022
36087,50-64,60596
36087,65-74,27533
36087,75-99,22878
36089,0-4,5671
36089,5-11,8672
36089,12-15,5264
36089,16-17,2566
36089,18-24,15083
36089,25-39,18040
36089,40-49,12802
36089,50-64,22417
36089,65-74,10604
36089,75-99,7794
36091,0-4,11704
36091,5-11,18320
36091,12-15,10636
36091,16-17,5829
36091,18-24,19003
36091,25-39,41816
36091,40-49,30330
36091,50-64,50673
36091,65-74,24329
36091,75-99,15862
36093,0-4,9055
36093,5-11,13142
36093,12-15,7369
36093,16-17,3907
36093,18-24,14710
36093,25-39,29869
36093,40-49,18589
36093,50-64,32162
36093,65-74,14245
36093,75-99,11810
36095,0-4,1316
36095,5-11,2238
36095,12-15,1270
36095,16-17,719
36095,18-24,3370
36095,25-39,4970
36095,40-49,3481
36095,50-64,7305
36095,65-74,3864
36095,75-99,2689
36097,0-4,899
36097,5-11,1282
36097,12-15,820
36097,16-17,449
36097,18-24,1241
36097,25-39,2898
36097,40-49,2251
36097,50-64,4353
36097,65-74,2239
36097,75-99,1488
36099,0-4,1841
36099,5-11,2564
36099,12-15,1642
36099,16-17,833
36099,18-24,2801
36099,25-39,6608
36099,40-49,4133
36099,50-64,7556
36099,65-74,3766
36099,75-99,2647
36101,0-4,5334
36101,5-11,8178
36101,12-15,4837
36101,16-17,2557
36101,18-24,7430
36101,25-39,16748
36101,40-49,11675
36101,50-64,21412
36101,65-74,10453
36101,75-99,7798
36103,0-4,79799
36103,5-11,120710
36103,12-15,77216
36103,16-17,40488
36103,18-24,134777
36103,25-39,259919
36103,40-49,196162
36103,50-64,329890
36103,65-74,138089
36103,75-99,106782
36105,0-4,4257
36105,5-11,6015
36105,12-15,3780
36105,16-17,1890
36105,18-24,6088
36105,25-39,13050
36105,40-49,9135
36105,50-64,16973
36105,65-74,8534
36105,75-99,5394
36107,0-4,2474
36107,5-11,3882
36107,12-15,2605
36107,16-17,1311
36107,18-24,3719
36107,25-39,7956
36107,40-49,5659
36107,50-64,11477
36107,65-74,5331
36107,75-99,4273
36109,0-4,4121
36109,5-11,5771
36109,12-15,3512
36109,16-17,1865
36109,18-24,27600
36109,25-39,18379
36109,40-49,9976
36109,50-64,17124
36109,65-74,8643
36109,75-99,5652
36111,0-4,7856
36111,5-11,12506
36111,12-15,7585
36111,16-17,3978
36111,18-24,16550
36111,25-39,32913
36111,40-49,21867
36111,50-64,41156
36111,65-74,20356
36111,75-99,13898
36113,0-4,2781
36113,5-11,4582
36113,12-15,2925
36113,16-17,1520
36113,18-24,4635
36113,25-39,10881
36113,40-49,7782
36113,50-64,15283
36113,65-74,8169
36113,75-99,5718
36115,0-4,2896
36115,5-11,4769
36115,12-15,2653
36115,16-17,1418
36115,18-24,4888
36115,25-39,11240
36115,40-49,7801
36115,50-64,14331
36115,65-74,6778
36115,75-99,4842
36117,0-4,4964
36117,5-11,7561
36117,12-15,4647
36117,16-17,2319
36117,18-24,7115
36117,25-39,14814
36117,40-49,11421
36117,50-64,21048
36117,65-74,9948
36117,75-99,6683
36119,0-4,54551
36119,5-11,82682
36119,12-15,51401
36119,16-17,26467
36119,18-24,85499
36119,25-39,171408
36119,40-49,131816
36119,50-64,202855
36119,65-74,86662
36119,75-99,75549
36121,0-4,2080
36121,5-11,3086
36121,12-15,1854
36121,16-17,995
36121,18-24,3256
36121,25-39,7923
36121,40-49,4985
36121,50-64,9129
36121,65-74,4280
36121,75-99,2716
36123,0-4,1496
36123,5-11,2115
36123,12-15,1286
36123,16-17,657
36123,18-24,2783
36123,25-39,3939
36123,40-49,2401
36123,50-64,5303
36123,65-74,2940
36123,75-99,2090
37001,0-4,9508
37001,5-11,13985
37001,12-15,8704
37001,16-17,4341
37001,18-24,16914
37001,25-39,30008
37001,40-49,20110
37001,50-64,32589
37001,65-74,15404
37001,75-99,11761
37003,0-4,1869
37003,5-11,2840
37003,12-15,1930
37003,16-17,929
37003,18-24,2818
37003,25-39,6474
37003,40-49,5011
37003,50-64,8094
37003,65-74,4168
37003,75-99,3080
37005,0-4,456
37005,5-11,741
37005,12-15,486
37005,16-17,235
37005,18-24,669
37005,25-39,1584
37005,40-49,1316
37005,50-64,2604
37005,65-74,1639
37005,75-99,1278
37007,0-4,1172
37007,5-11,1921
37007,12-15,1144
37007,16-17,594
37007,18-24,2058
37007,25-39,5265
37007,40-49,3078
37007,50-64,5209
37007,65-74,2693
37007,75-99,1768
37009,0-4,1142
37009,5-11,1835
37009,12-15,1251
37009,16-17,628
37009,18-24,1651
37009,25-39,4391
37009,40-49,3144
37009,50-64,6187
37009,65-74,3921
37009,75-99,2713
37011,0-4,590
37011,5-11,998
37011,12-15,652
37011,16-17,341
37011,18-24,1602
37011,25-39,3290
37011,40-49,2479
37011,50-64,3752
37011,65-74,2238
37011,75-99,1565
37013,0-4,2338
37013,5-11,3631
37013,12-15,2429
37013,16-17,1210
37013,18-24,3390
37013,25-39,7066
37013,40-49,5735
37013,50-64,10356
37013,65-74,6638
37013,75-99,4375
37015,0-4,825
37015,5-11,1387
37015,12-15,777
37015,16-17,405
37015,18-24,1590
37015,25-39,3453
37015,40-49,2245
37015,50-64,4454
37015,65-74,2362
37015,75-99,1882
37017,0-4,1760
37017,5-11,2676
37017,12-15,1716
37017,16-17,839
37017,18-24,2445
37017,25-39,5400
37017,40-49,4147
37017,50-64,7396
37017,65-74,4274
37017,75-99,2754
37019,0-4,5285
37019,5-11,8219
37019,12-15,4724
37019,16-17,2399
37019,18-24,7207
37019,25-39,17843
37019,40-49,14290
37019,50-64,31625
37019,65-74,27400
37019,75-99,12823
37021,0-4,12803
37021,5-11,18492
37021,12-15,11226
37021,16-17,5635
37021,18-24,20030
37021,25-39,52931
37021,40-49,33580
37021,50-64,52264
37021,65-74,29491
37021,75-99,20434
37023,0-4,4262
37023,5-11,6431
37023,12-15,4109
37023,16-17,2241
37023,18-24,7704
37023,25-39,16021
37023,40-49,11378
37023,50-64,20118
37023,65-74,10181
37023,75-99,7522
37025,0-4,13200
37025,5-11,20355
37025,12-15,13427
37025,16-17,6327
37025,18-24,16417
37025,25-39,39698
37025,40-49,31856
37025,50-64,38445
37025,65-74,16392
37025,75-99,10497
37027,0-4,4115
37027,5-11,6455
37027,12-15,3938
37027,16-17,2181
37027,18-24,6184
37027,25-39,13655
37027,40-49,11079
37027,50-64,18444
37027,65-74,9448
37027,75-99,6384
37029,0-4,485
37029,5-11,982
37029,12-15,659
37029,16-17,267
37029,18-24,715
37029,25-39,2053
37029,40-49,1291
37029,50-64,2252
37029,65-74,1105
37029,75-99,742
37031,0-4,2917
37031,5-11,4870
37031,12-15,2958
37031,16-17,1526
37031,18-24,4586
37031,25-39,10188
37031,40-49,8826
37031,50-64,16456
37031,65-74,10241
37031,75-99,6502
37033,0-4,1048
37033,5-11,1632
37033,12-15,1071
37033,16-17,518
37033,18-24,1700
37033,25-39,3676
37033,40-49,2983
37033,50-64,5361
37033,65-74,2839
37033,75-99,1856
37035,0-4,8889
37035,5-11,13519
37035,12-15,8543
37035,16-17,4299
37035,18-24,13308
37035,25-39,27773
37035,40-49,20721
37035,50-64,33026
37035,65-74,16633
37035,75-99,10902
37037,0-4,3461
37037,5-11,5816
37037,12-15,3551
37037,16-17,1761
37037,18-24,4542
37037,25-39,9982
37037,40-49,9527
37037,50-64,15569
37037,65-74,9997
37037,75-99,7132
37039,0-4,1079
37039,5-11,1817
37039,12-15,1251
37039,16-17,598
37039,18-24,1705
37039,25-39,3856
37039,40-49,3019
37039,50-64,6547
37039,65-74,4932
37039,75-99,3165
37041,0-4,639
37041,5-11,943
37041,12-15,858
37041,16-17,471
37041,18-24,591
37041,25-39,2803
37041,40-49,1111
37041,50-64,3265
37041,65-74,1983
37041,75-99,1432
37043,0-4,408
37043,5-11,928
37043,12-15,488
37043,16-17,92
37043,18-24,654
37043,25-39,1388
37043,40-49,1168
37043,50-64,2522
37043,65-74,1980
37043,75-99,1318
37045,0-4,5431
37045,5-11,8378
37045,12-15,5009
37045,16-17,2594
37045,18-24,9024
37045,25-39,16368
37045,40-49,11995
37045,50-64,20791
37045,65-74,10577
37045,75-99,7115
37047,0-4,2881
37047,5-11,4709
37047,12-15,2824
37047,16-17,1547
37047,18-24,4703
37047,25-39,9805
37047,40-49,7127
37047,50-64,11536
37047,65-74,6479
37047,75-99,4457
37049,0-4,6527
37049,5-11,8699
37049,12-15,4805
37049,16-17,2305
37049,18-24,12701
37049,25-39,19717
37049,40-49,10359
37049,50-64,18200
37049,65-74,11134
37049,75-99,8043
37051,0-4,25245
37051,5-11,31522
37051,12-15,17076
37051,16-17,8465
37051,18-24,44645
37051,25-39,77185
37051,40-49,36752
37051,50-64,53449
37051,65-74,22922
37051,75-99,15600
37053,0-4,1426
37053,5-11,2434
37053,12-15,1267
37053,16-17,711
37053,18-24,1731
37053,25-39,4699
37053,40-49,3661
37053,50-64,6258
37053,65-74,2700
37053,75-99,1477
37055,0-4,1568
37055,5-11,2887
37055,12-15,1710
37055,16-17,816
37055,18-24,2293
37055,25-39,5786
37055,40-49,4813
37055,50-64,8850
37055,65-74,4918
37055,75-99,2581
37057,0-4,9046
37057,5-11,14444
37057,12-15,8642
37057,16-17,4521
37057,18-24,12528
37057,25-39,28858
37057,40-49,21999
37057,50-64,35859
37057,65-74,17256
37057,75-99,12227
37059,0-4,2062
37059,5-11,3607
37059,12-15,2156
37059,16-17,1190
37059,18-24,3009
37059,25-39,6680
37059,40-49,5401
37059,50-64,9597
37059,65-74,4906
37059,75-99,3649
37061,0-4,3693
37061,5-11,5772
37061,12-15,3161
37061,16-17,1693
37061,18-24,4740
37061,25-39,9909
37061,40-49,7395
37061,50-64,12024
37061,65-74,6192
37061,75-99,4388
37063,0-4,20472
37063,5-11,25400
37063,12-15,13348
37063,16-17,6601
37063,18-24,31734
37063,25-39,80380
37063,40-49,39840
37063,50-64,54807
37063,65-74,24357
37063,75-99,14909
37065,0-4,3058
37065,5-11,4528
37065,12-15,3027
37065,16-17,1399
37065,18-24,4302
37065,25-39,9113
37065,40-49,5939
37065,50-64,11297
37065,65-74,5927
37065,75-99,4058
37067,0-4,22660
37067,5-11,34721
37067,12-15,19625
37067,16-17,10032
37067,18-24,36493
37067,25-39,71683
37067,40-49,47366
37067,50-64,74146
37067,65-74,34235
37067,75-99,24234
37069,0-4,3725
37069,5-11,5535
37069,12-15,3688
37069,16-17,1768
37069,18-24,5556
37069,25-39,11888
37069,40-49,8696
37069,50-64,14598
37069,65-74,6735
37069,75-99,4173
37071,0-4,13080
37071,5-11,19455
37071,12-15,11414
37071,16-17,5859
37071,18-24,17907
37071,25-39,41595
37071,40-49,30676
37071,50-64,44568
37071,65-74,20914
37071,75-99,13803
37073,0-4,461
37073,5-11,1026
37073,12-15,604
37073,16-17,270
37073,18-24,828
37073,25-39,1708
37073,40-49,1540
37073,50-64,2828
37073,65-74,1453
37073,75-99,830
37075,0-4,379
37075,5-11,711
37075,12-15,448
37075,16-17,211
37075,18-24,681
37075,25-39,1266
37075,40-49,955
37075,50-64,1887
37075,65-74,1111
37075,75-99,860
37077,0-4,2940
37077,5-11,4783
37077,12-15,3022
37077,16-17,1556
37077,18-24,5137
37077,25-39,9524
37077,40-49,9154
37077,50-64,13354
37077,65-74,5990
37077,75-99,3868
37079,0-4,1051
37079,5-11,1747
37079,12-15,1005
37079,16-17,510
37079,18-24,1737
37079,25-39,4296
37079,40-49,2927
37079,50-64,4444
37079,65-74,1987
37079,75-99,1329
37081,0-4,31282
37081,5-11,45393
37081,12-15,27686
37081,16-17,13783
37081,18-24,57683
37081,25-39,105729
37081,40-49,67474
37081,50-64,100628
37081,65-74,45884
37081,75-99,32326
37083,0-4,2767
37083,5-11,4262
37083,12-15,2696
37083,16-17,1286
37083,18-24,4032
37083,25-39,8483
37083,40-49,5988
37083,50-64,11375
37083,65-74,5962
37083,75-99,4339
37085,0-4,9852
37085,5-11,13773
37085,12-15,7708
37085,16-17,3568
37085,18-24,11823
37085,25-39,30069
37085,40-49,17063
37085,50-64,22338
37085,65-74,9810
37085,75-99,6279
37087,0-4,3014
37087,5-11,3991
37087,12-15,2747
37087,16-17,1397
37087,18-24,4102
37087,25-39,9925
37087,40-49,7515
37087,50-64,13497
37087,65-74,8603
37087,75-99,6262
37089,0-4,5606
37089,5-11,8935
37089,12-15,4897
37089,16-17,2623
37089,18-24,7353
37089,25-39,17896
37089,40-49,13967
37089,50-64,24404
37089,65-74,16489
37089,75-99,12743
37091,0-4,1109
37091,5-11,1646
37091,12-15,1231
37091,16-17,577
37091,18-24,2794
37091,25-39,4172
37091,40-49,2566
37091,50-64,5264
37091,65-74,2625
37091,75-99,2028
37093,0-4,4670
37093,5-11,5652
37093,12-15,3156
37093,16-17,1433
37093,18-24,4375
37093,25-39,13996
37093,40-49,6592
37093,50-64,8890
37093,65-74,3389
37093,75-99,1804
37095,0-4,253
37095,5-11,420
37095,12-15,253
37095,16-17,165
37095,18-24,310
37095,25-39,1124
37095,40-49,628
37095,50-64,1048
37095,65-74,649
37095,75-99,363
37097,0-4,9693
37097,5-11,15658
37097,12-15,10160
37097,16-17,5149
37097,18-24,14192
37097,25-39,31600
37097,40-49,24833
37097,50-64,36952
37097,65-74,16583
37097,75-99,10717
37099,0-4,2030
37099,5-11,2663
37099,12-15,1639
37099,16-17,879
37099,18-24,8312
37099,25-39,6968
37099,40-49,4349
37099,50-64,7829
37099,65-74,5108
37099,75-99,3162
37101,0-4,12465
37101,5-11,19830
37101,12-15,12332
37101,16-17,5877
37101,18-24,15537
37101,25-39,36968
37101,40-49,30017
37101,50-64,38246
37101,65-74,16279
37101,75-99,9319
37103,0-4,419
37103,5-11,689
37103,12-15,473
37103,16-17,233
37103,18-24,541
37103,25-39,1653
37103,40-49,1023
37103,50-64,2373
37103,65-74,1306
37103,75-99,885
37105,0-4,3900
37105,5-11,5686
37105,12-15,3493
37105,16-17,1673
37105,18-24,4998
37105,25-39,11324
37105,40-49,7747
37105,50-64,11916
37105,65-74,5717
37105,75-99,4028
37107,0-4,3245
37107,5-11,5241
37107,12-15,2832
37107,16-17,1463
37107,18-24,4361
37107,25-39,9482
37107,40-49,6589
37107,50-64,12459
37107,65-74,6330
37107,75-99,4754
37109,0-4,4285
37109,5-11,7053
37109,12-15,4242
37109,16-17,2185
37109,18-24,6118
37109,25-39,14000
37109,40-49,11865
37109,50-64,19071
37109,65-74,8780
37109,75-99,5321
37111,0-4,2045
37111,5-11,4138
37111,12-15,2062
37111,16-17,1013
37111,18-24,3112
37111,25-39,7914
37111,40-49,6007
37111,50-64,9945
37111,65-74,5298
37111,75-99,3693
37113,0-4,1684
37113,5-11,2293
37113,12-15,1631
37113,16-17,787
37113,18-24,2184
37113,25-39,5283
37113,40-49,3495
37113,50-64,7588
37113,65-74,5653
37113,75-99,4216
37115,0-4,1002
37115,5-11,1476
37115,12-15,884
37115,16-17,561
37115,18-24,2250
37115,25-39,3512
37115,40-49,2571
37115,50-64,4559
37115,65-74,2775
37115,75-99,1908
37117,0-4,1252
37117,5-11,1701
37117,12-15,1193
37117,16-17,542
37117,18-24,1666
37117,25-39,3524
37117,40-49,2670
37117,50-64,5204
37117,65-74,3026
37117,75-99,2071
37119,0-4,72224
37119,5-11,99957
37119,12-15,56311
37119,16-17,27766
37119,18-24,97295
37119,25-39,264117
37119,40-49,152543
37119,50-64,186970
37119,65-74,72212
37119,75-99,45080
37121,0-4,706
37121,5-11,1022
37121,12-15,714
37121,16-17,368
37121,18-24,1092
37121,25-39,2390
37121,40-49,1750
37121,50-64,3304
37121,65-74,2067
37121,75-99,1591
37123,0-4,1672
37123,5-11,2158
37123,12-15,1495
37123,16-17,777
37123,18-24,2182
37123,25-39,4243
37123,40-49,3642
37123,50-64,5707
37123,65-74,3282
37123,75-99,2094
37125,0-4,5650
37125,5-11,8309
37125,12-15,4478
37125,16-17,2330
37125,18-24,6404
37125,25-39,16492
37125,40-49,11306
37125,50-64,19147
37125,65-74,12327
37125,75-99,10851
37127,0-4,5241
37127,5-11,8204
37127,12-15,4843
37127,16-17,2593
37127,18-24,8347
37127,25-39,15447
37127,40-49,12286
37127,50-64,20341
37127,65-74,10165
37127,75-99,6562
37129,0-4,11266
37129,5-11,16663
37129,12-15,9887
37129,16-17,4859
37129,18-24,29340
37129,25-39,44492
37129,40-49,28719
37129,50-64,43452
37129,65-74,23710
37129,75-99,15550
37131,0-4,863
37131,5-11,1415
37131,12-15,847
37131,16-17,412
37131,18-24,1416
37131,25-39,2983
37131,40-49,2155
37131,50-64,4855
37131,65-74,2823
37131,75-99,2177
37133,0-4,17372
37133,5-11,17446
37133,12-15,8844
37133,16-17,3968
37133,18-24,42761
37133,25-39,46683
37133,40-49,17239
37133,50-64,23301
37133,65-74,10296
37133,75-99,7159
37135,0-4,6604
37135,5-11,11501
37135,12-15,6916
37135,16-17,3496
37135,18-24,26293
37135,25-39,25958
37135,40-49,17986
37135,50-64,26679
37135,65-74,12411
37135,75-99,6992
37137,0-4,413
37137,5-11,730
37137,12-15,504
37137,16-17,282
37137,18-24,827
37137,25-39,1924
37137,40-49,1319
37137,50-64,3002
37137,65-74,2215
37137,75-99,1485
37139,0-4,2614
37139,5-11,3444
37139,12-15,1864
37139,16-17,889
37139,18-24,3779
37139,25-39,7651
37139,40-49,4784
37139,50-64,7971
37139,65-74,3922
37139,75-99,2596
37141,0-4,3398
37141,5-11,5256
37141,12-15,3216
37141,16-17,1605
37141,18-24,4353
37141,25-39,10456
37141,40-49,8178
37141,50-64,13226
37141,65-74,6645
37141,75-99,4067
37143,0-4,599
37143,5-11,1026
37143,12-15,634
37143,16-17,279
37143,18-24,800
37143,25-39,2094
37143,40-49,1322
37143,50-64,3039
37143,65-74,2163
37143,75-99,1474
37145,0-4,2201
37145,5-11,3162
37145,12-15,1953
37145,16-17,1019
37145,18-24,2930
37145,25-39,6406
37145,40-49,5318
37145,50-64,8899
37145,65-74,4480
37145,75-99,2977
37147,0-4,10377
37147,5-11,15054
37147,12-15,8720
37147,16-17,4262
37147,18-24,31573
37147,25-39,35253
37147,40-49,20528
37147,50-64,29807
37147,65-74,13697
37147,75-99,9162
37149,0-4,681
37149,5-11,1381
37149,12-15,846
37149,16-17,466
37149,18-24,1294
37149,25-39,2429
37149,40-49,2371
37149,50-64,4886
37149,65-74,3291
37149,75-99,2912
