fips_code,age_group,population
18159,0-4,804
18159,5-11,1219
18159,12-15,701
18159,16-17,429
18159,18-24,1180
18159,25-39,2403
18159,40-49,1902
18159,50-64,3448
18159,65-74,1756
18159,75-99,1319
18161,0-4,452
18161,5-11,556
18161,12-15,328
18161,16-17,185
18161,18-24,554
18161,25-39,1268
18161,40-49,846
18161,50-64,1585
18161,65-74,809
18161,75-99,530
18163,0-4,10950
18163,5-11,15481
18163,12-15,8663
18163,16-17,4253
18163,18-24,17886
18163,25-39,36800
18163,40-49,20868
18163,50-64,36625
18163,65-74,16639
18163,75-99,13127
18165,0-4,830
18165,5-11,1306
18165,12-15,856
18165,16-17,441
18165,18-24,1194
18165,25-39,2612
18165,40-49,1972
18165,50-64,3307
18165,65-74,1763
18165,75-99,1259
18167,0-4,6169
18167,5-11,8477
18167,12-15,4900
18167,16-17,2499
18167,18-24,16185
18167,25-39,20714
18167,40-49,11786
18167,50-64,19576
18167,65-74,9802
18167,75-99,7351
18169,0-4,1591
18169,5-11,2363
18169,12-15,1693
18169,16-17,859
18169,18-24,3239
18169,25-39,5006
18169,40-49,3714
18169,50-64,6522
18169,65-74,3398
18169,75-99,3003
18171,0-4,457
18171,5-11,720
18171,12-15,422
18171,16-17,213
18171,18-24,544
18171,25-39,1277
18171,40-49,1117
18171,50-64,1828
18171,65-74,927
18171,75-99,731
18173,0-4,3505
18173,5-11,6101
18173,12-15,3447
18173,16-17,1897
18173,18-24,4448
18173,25-39,10784
18173,40-49,8467
18173,50-64,13037
18173,65-74,6293
18173,75-99,4301
18175,0-4,1603
18175,5-11,2416
18175,12-15,1565
18175,16-17,786
18175,18-24,2149
18175,25-39,4890
18175,40-49,3539
18175,50-64,6243
18175,65-74,2790
18175,75-99,1867
18177,0-4,3858
18177,5-11,5677
18177,12-15,3410
18177,16-17,1731
18177,18-24,6116
18177,25-39,11737
18177,40-49,7559
18177,50-64,13787
18177,65-74,6848
18177,75-99,5619
18179,0-4,1710
18179,5-11,2735
18179,12-15,1646
18179,16-17,813
18179,18-24,2134
18179,25-39,4903
18179,40-49,3151
18179,50-64,5895
18179,65-74,2782
18179,75-99,2242
18181,0-4,1490
18181,5-11,2301
18181,12-15,1224
18181,16-17,635
18181,18-24,1874
18181,25-39,3901
18181,40-49,2812
18181,50-64,5201
18181,65-74,2718
18181,75-99,1993
18183,0-4,2041
18183,5-11,3052
18183,12-15,1802
18183,16-17,903
18183,18-24,2560
18183,25-39,5909
18183,40-49,4090
18183,50-64,7430
18183,65-74,3476
18183,75-99,2467
19001,0-4,386
19001,5-11,605
19001,12-15,351
19001,16-17,177
19001,18-24,451
19001,25-39,1192
19001,40-49,718
19001,50-64,1639
19001,65-74,763
19001,75-99,803
19003,0-4,219
19003,5-11,334
19003,12-15,134
19003,16-17,80
19003,18-24,241
19003,25-39,590
19003,40-49,373
19003,50-64,863
19003,65-74,445
19003,75-99,391
19005,0-4,948
19005,5-11,1165
19005,12-15,754
19005,16-17,327
19005,18-24,947
19005,25-39,2145
19005,40-49,1425
19005,50-64,3026
19005,65-74,1685
19005,75-99,1391
19007,0-4,673
19007,5-11,1135
19007,12-15,618
19007,16-17,307
19007,18-24,818
19007,25-39,2037
19007,40-49,1279
19007,50-64,2758
19007,65-74,1498
19007,75-99,1329
19009,0-4,330
19009,5-11,407
19009,12-15,283
19009,16-17,126
19009,18-24,395
19009,25-39,830
19009,40-49,519
19009,50-64,1327
19009,65-74,651
19009,75-99,703
19011,0-4,1575
19011,5-11,2250
19011,12-15,1478
19011,16-17,749
19011,18-24,1833
19011,25-39,4250
19011,40-49,3055
19011,50-64,5815
19011,65-74,2471
19011,75-99,2160
19013,0-4,8396
19013,5-11,11143
19013,12-15,6167
19013,16-17,2979
19013,18-24,19990
19013,25-39,25645
19013,40-49,13406
19013,50-64,23529
19013,65-74,11805
19013,75-99,9333
19015,0-4,1521
19015,5-11,2260
19015,12-15,1231
19015,16-17,712
19015,18-24,2100
19015,25-39,4736
19015,40-49,3330
19015,50-64,5815
19015,65-74,2646
19015,75-99,2019
19017,0-4,1465
19017,5-11,2111
19017,12-15,1294
19017,16-17,668
19017,18-24,2898
19017,25-39,4039
19017,40-49,2909
19017,50-64,4614
19017,65-74,2596
19017,75-99,2270
19019,0-4,1475
19019,5-11,2244
19019,12-15,1297
19019,16-17,633
19019,18-24,1464
19019,25-39,3633
19019,40-49,2396
19019,50-64,4207
19019,65-74,2135
19019,75-99,1634
19021,0-4,1497
19021,5-11,2022
19021,12-15,1075
19021,16-17,600
19021,18-24,2300
19021,25-39,3808
19021,40-49,1966
19021,50-64,3763
19021,65-74,1595
19021,75-99,1432
19023,0-4,792
19023,5-11,1333
19023,12-15,874
19023,16-17,409
19023,18-24,939
19023,25-39,2241
19023,40-49,1693
19023,50-64,3079
19023,65-74,1714
19023,75-99,1554
19025,0-4,567
19025,5-11,788
19025,12-15,480
19025,16-17,229
19025,18-24,684
19025,25-39,1693
19025,40-49,955
19025,50-64,2127
19025,65-74,1092
19025,75-99,1130
19027,0-4,1306
19027,5-11,2007
19027,12-15,1076
19027,16-17,579
19027,18-24,1551
19027,25-39,3109
19027,40-49,2309
19027,50-64,4344
19027,65-74,1949
19027,75-99,2051
19029,0-4,665
19029,5-11,1216
19029,12-15,657
19029,16-17,368
19029,18-24,854
19029,25-39,1983
19029,40-49,1558
19029,50-64,2836
19029,65-74,1514
19029,75-99,1440
19031,0-4,922
19031,5-11,1794
19031,12-15,1008
19031,16-17,531
19031,18-24,1251
19031,25-39,3001
19031,40-49,2286
19031,50-64,4111
19031,65-74,1892
19031,75-99,1661
19033,0-4,2306
19033,5-11,3312
19033,12-15,2193
19033,16-17,1001
19033,18-24,3453
19033,25-39,7210
19033,40-49,4698
19033,50-64,9617
19033,65-74,4806
19033,75-99,4237
19035,0-4,654
19035,5-11,976
19035,12-15,523
19035,16-17,284
19035,18-24,724
19035,25-39,1852
19035,40-49,1036
19035,50-64,2628
19035,65-74,1287
19035,75-99,1379
19037,0-4,723
19037,5-11,1139
19037,12-15,574
19037,16-17,316
19037,18-24,985
19037,25-39,1676
19037,40-49,1380
19037,50-64,2813
19037,65-74,1299
19037,75-99,1121
19039,0-4,674
19039,5-11,854
19039,12-15,541
19039,16-17,233
19039,18-24,669
19039,25-39,1677
19039,40-49,964
19039,50-64,2078
19039,65-74,913
19039,75-99,758
19041,0-4,1058
19041,5-11,1403
19041,12-15,800
19041,16-17,400
19041,18-24,1178
19041,25-39,2686
19041,40-49,1921
19041,50-64,3436
19041,65-74,1716
19041,75-99,1613
19043,0-4,949
19043,5-11,1624
19043,12-15,755
19043,16-17,429
19043,18-24,1158
19043,25-39,2716
19043,40-49,1777
19043,50-64,4171
19043,65-74,2160
19043,75-99,1885
19045,0-4,2808
19045,5-11,3852
19045,12-15,2808
19045,16-17,1221
19045,18-24,3570
19045,25-39,7917
19045,40-49,5381
19045,50-64,10295
19045,65-74,4895
19045,75-99,4162
19047,0-4,1113
19047,5-11,1667
19047,12-15,955
19047,16-17,493
19047,18-24,1694
19047,25-39,2856
19047,40-49,1814
19047,50-64,3542
19047,65-74,1514
19047,75-99,1386
19049,0-4,6760
19049,5-11,9896
19049,12-15,5201
19049,16-17,2479
19049,18-24,5858
19049,25-39,20724
19049,40-49,12048
19049,50-64,13776
19049,65-74,6022
19049,75-99,4335
19051,0-4,805
19051,5-11,969
19051,12-15,569
19051,16-17,278
19051,18-24,707
19051,25-39,1500
19051,40-49,885
19051,50-64,1652
19051,65-74,818
19051,75-99,737
19053,0-4,497
19053,5-11,696
19053,12-15,353
19053,16-17,189
19053,18-24,1404
19053,25-39,1157
19053,40-49,681
19053,50-64,1435
19053,65-74,787
19053,75-99,780
19055,0-4,1129
19055,5-11,1574
19055,12-15,932
19055,16-17,485
19055,18-24,1271
19055,25-39,2523
19055,40-49,1940
19055,50-64,4053
19055,65-74,1740
19055,75-99,1536
19057,0-4,2297
19057,5-11,3461
19057,12-15,2170
19057,16-17,1001
19057,18-24,3028
19057,25-39,6491
19057,40-49,4720
19057,50-64,8237
19057,65-74,4367
19057,75-99,3614
19059,0-4,792
19059,5-11,1294
19059,12-15,758
19059,16-17,391
19059,18-24,1143
19059,25-39,2771
19059,40-49,1706
19059,50-64,3897
19059,65-74,2433
19059,75-99,1941
19061,0-4,6118
19061,5-11,8612
19061,12-15,4909
19061,16-17,2563
19061,18-24,9925
19061,25-39,17604
19061,40-49,10713
19061,50-64,19759
19061,65-74,8982
19061,75-99,7796
19063,0-4,506
19063,5-11,705
19063,12-15,494
19063,16-17,253
19063,18-24,1003
19063,25-39,1443
19063,40-49,991
19063,50-64,2105
19063,65-74,994
19063,75-99,943
19065,0-4,1073
19065,5-11,1692
19065,12-15,906
19065,16-17,478
19065,18-24,1884
19065,25-39,3188
19065,40-49,2018
19065,50-64,4405
19065,65-74,2167
19065,75-99,1992
19067,0-4,866
19067,5-11,1469
19067,12-15,825
19067,16-17,403
19067,18-24,1363
19067,25-39,2380
19067,40-49,1720
19067,50-64,3333
19067,65-74,1828
19067,75-99,1600
19069,0-4,604
19069,5-11,994
19069,12-15,502
19069,16-17,243
19069,18-24,740
19069,25-39,1674
19069,40-49,1123
19069,50-64,2173
19069,65-74,1087
19069,75-99,1022
19071,0-4,394
19071,5-11,571
19071,12-15,373
19071,16-17,173
19071,18-24,446
19071,25-39,1025
19071,40-49,799
19071,50-64,1617
19071,65-74,852
19071,75-99,695
19073,0-4,517
19073,5-11,870
19073,12-15,411
19073,16-17,243
19073,18-24,604
19073,25-39,1382
19073,40-49,1004
19073,50-64,1922
19073,65-74,1052
19073,75-99,944
19075,0-4,663
19075,5-11,1188
19075,12-15,654
19075,16-17,331
19075,18-24,836
19075,25-39,2049
19075,40-49,1468
19075,50-64,2592
19075,65-74,1283
19075,75-99,1236
19077,0-4,564
19077,5-11,928
19077,12-15,637
19077,16-17,302
19077,18-24,702
19077,25-39,1600
19077,40-49,1189
19077,50-64,2389
19077,65-74,1273
19077,75-99,1085
19079,0-4,918
19079,5-11,1282
19079,12-15,862
19079,16-17,371
19079,18-24,1014
19079,25-39,2509
19079,40-49,1808
19079,50-64,3209
19079,65-74,1560
19079,75-99,1464
19081,0-4,606
19081,5-11,924
19081,12-15,562
19081,16-17,296
19081,18-24,732
19081,25-39,1772
19081,40-49,1158
19081,50-64,2394
19081,65-74,1226
19081,75-99,1132
19083,0-4,841
19083,5-11,1390
19083,12-15,793
19083,16-17,558
19083,18-24,1324
19083,25-39,2772
19083,40-49,1922
19083,50-64,3827
19083,65-74,1784
19083,75-99,1850
19085,0-4,822
19085,5-11,1291
19085,12-15,741
19085,16-17,385
19085,18-24,969
19085,25-39,2227
19085,40-49,1735
19085,50-64,3184
19085,65-74,1464
19085,75-99,1272
19087,0-4,1109
19087,5-11,1719
19087,12-15,1018
19087,16-17,515
19087,18-24,1924
19087,25-39,3767
19087,40-49,2252
19087,50-64,3962
19087,65-74,2052
19087,75-99,1624
19089,0-4,628
19089,5-11,964
19089,12-15,509
19089,16-17,237
19089,18-24,607
19089,25-39,1521
19089,40-49,903
19089,50-64,1990
19089,65-74,964
19089,75-99,902
19091,0-4,571
19091,5-11,899
19091,12-15,533
19091,16-17,224
19091,18-24,626
19091,25-39,1680
19091,40-49,956
19091,50-64,2078
19091,65-74,974
19091,75-99,1013
19093,0-4,393
19093,5-11,642
19093,12-15,408
19093,16-17,176
19093,18-24,489
19093,25-39,1078
19093,40-49,717
19093,50-64,1487
19093,65-74,760
19093,75-99,751
19095,0-4,948
19095,5-11,1463
19095,12-15,881
19095,16-17,427
19095,18-24,1193
19095,25-39,2727
19095,40-49,1911
19095,50-64,3654
19095,65-74,1483
19095,75-99,1501
19097,0-4,1158
19097,5-11,1683
19097,12-15,951
19097,16-17,520
19097,18-24,1450
19097,25-39,3144
19097,40-49,2083
19097,50-64,4455
19097,65-74,2169
19097,75-99,1788
19099,0-4,2165
19099,5-11,3224
19099,12-15,1946
19099,16-17,939
19099,18-24,2669
19099,25-39,6729
19099,40-49,4519
19099,50-64,7790
19099,65-74,3750
19099,75-99,3239
19101,0-4,799
19101,5-11,1050
19101,12-15,669
19101,16-17,349
19101,18-24,1645
19101,25-39,3656
19101,40-49,2268
19101,50-64,3797
19101,65-74,2577
19101,75-99,1338
19103,0-4,8844
19103,5-11,11685
19103,12-15,6331
19103,16-17,2959
19103,18-24,31222
19103,25-39,32970
19103,40-49,15616
19103,50-64,22140
19103,65-74,10274
19103,75-99,6536
19105,0-4,1034
19105,5-11,1779
19105,12-15,1067
19105,16-17,511
19105,18-24,1493
19105,25-39,3655
19105,40-49,2364
19105,50-64,4512
19105,65-74,2203
19105,75-99,1941
19107,0-4,618
19107,5-11,926
19107,12-15,496
19107,16-17,282
19107,18-24,709
19107,25-39,1632
19107,40-49,1108
19107,50-64,2223
19107,65-74,1123
19107,75-99,1071
19109,0-4,877
19109,5-11,1275
19109,12-15,771
19109,16-17,370
19109,18-24,1160
19109,25-39,2307
19109,40-49,1398
19109,50-64,3364
19109,65-74,1656
19109,75-99,1800
19111,0-4,2051
19111,5-11,2889
19111,12-15,1654
19111,16-17,855
19111,18-24,2534
19111,25-39,5939
19111,40-49,3880
19111,50-64,7621
19111,65-74,4064
19111,75-99,2741
19113,0-4,14110
19113,5-11,20364
19113,12-15,12043
19113,16-17,6093
19113,18-24,20696
19113,25-39,45678
19113,40-49,27568
19113,50-64,42538
19113,65-74,19635
19113,75-99,15136
19115,0-4,633
19115,5-11,878
19115,12-15,681
19115,16-17,337
19115,18-24,934
19115,25-39,1885
19115,40-49,1454
19115,50-64,2328
19115,65-74,1129
19115,75-99,920
19117,0-4,507
19117,5-11,738
19117,12-15,495
19117,16-17,248
19117,18-24,639
19117,25-39,1268
19117,40-49,926
19117,50-64,1926
19117,65-74,964
19117,75-99,872
19119,0-4,869
19119,5-11,1400
19119,12-15,700
19119,16-17,361
19119,18-24,825
19119,25-39,2032
19119,40-49,1311
19119,50-64,2175
19119,65-74,1050
19119,75-99,1053
19121,0-4,918
19121,5-11,1634
19121,12-15,928
19121,16-17,483
19121,18-24,1067
19121,25-39,2846
19121,40-49,2077
19121,50-64,3324
19121,65-74,1573
19121,75-99,1162
19123,0-4,1471
19123,5-11,2131
19123,12-15,1133
19123,16-17,581
19123,18-24,1904
19123,25-39,4005
19123,40-49,2476
19123,50-64,4458
19123,65-74,2168
19123,75-99,1837
19125,0-4,1869
19125,5-11,3056
19125,12-15,1882
19125,16-17,937
19125,18-24,3448
19125,25-39,5683
19125,40-49,3865
19125,50-64,6627
19125,65-74,3186
19125,75-99,2619
19127,0-4,2659
19127,5-11,4040
19127,12-15,2297
19127,16-17,1068
19127,18-24,3403
19127,25-39,7071
19127,40-49,4345
19127,50-64,8012
19127,65-74,3780
19127,75-99,3289
19129,0-4,818
19129,5-11,1479
19129,12-15,863
19129,16-17,437
19129,18-24,1110
19129,25-39,2433
19129,40-49,1826
19129,50-64,3357
19129,65-74,1670
19129,75-99,1041
19131,0-4,607
19131,5-11,1005
19131,12-15,562
19131,16-17,310
19131,18-24,860
19131,25-39,1505
19131,40-49,1170
19131,50-64,2283
19131,65-74,1071
19131,75-99,1235
19133,0-4,451
19133,5-11,674
19133,12-15,449
19133,16-17,211
19133,18-24,593
19133,25-39,1437
19133,40-49,915
19133,50-64,1874
19133,65-74,1026
19133,75-99,1099
19135,0-4,438
19135,5-11,706
19135,12-15,474
19135,16-17,221
19135,18-24,596
19135,25-39,1154
19135,40-49,1038
19135,50-64,1646
19135,65-74,848
19135,75-99,685
19137,0-4,604
19137,5-11,858
19137,12-15,544
19137,16-17,295
19137,18-24,766
19137,25-39,1409
19137,40-49,1251
19137,50-64,2226
19137,65-74,1097
19137,75-99,1003
19139,0-4,2730
19139,5-11,4339
19139,12-15,2394
19139,16-17,1237
19139,18-24,3554
19139,25-39,8280
19139,40-49,5043
19139,50-64,8404
19139,65-74,4012
19139,75-99,2896
19141,0-4,865
19141,5-11,1316
19141,12-15,735
19141,16-17,363
19141,18-24,978
19141,25-39,2170
19141,40-49,1651
19141,50-64,2921
19141,65-74,1325
19141,75-99,1511
19143,0-4,361
19143,5-11,540
19143,12-15,351
19143,16-17,164
19143,18-24,386
19143,25-39,994
19143,40-49,619
19143,50-64,1368
19143,65-74,605
19143,75-99,664
19145,0-4,783
19145,5-11,1131
19145,12-15,723
19145,16-17,407
19145,18-24,1088
19145,25-39,2852
19145,40-49,1744
19145,50-64,3234
19145,65-74,1728
19145,75-99,1577
19147,0-4,606
19147,5-11,837
19147,12-15,472
19147,16-17,215
19147,18-24,728
19147,25-39,1518
19147,40-49,877
19147,50-64,1812
19147,65-74,943
19147,75-99,995
19149,0-4,1549
19149,5-11,2416
19149,12-15,1512
19149,16-17,781
19149,18-24,1990
19149,25-39,4279
19149,40-49,2679
19149,50-64,5331
19149,65-74,2411
19149,75-99,2120
19151,0-4,361
19151,5-11,593
19151,12-15,331
19151,16-17,180
19151,18-24,455
19151,25-39,950
19151,40-49,703
19151,50-64,1680
19151,65-74,771
19151,75-99,773
19153,0-4,34249
19153,5-11,46731
19153,12-15,26203
19153,16-17,12645
19153,18-24,41752
19153,25-39,108874
19153,40-49,61477
19153,50-64,86459
19153,65-74,36530
19153,75-99,24692
19155,0-4,5677
19155,5-11,8772
19155,12-15,5062
19155,16-17,2479
19155,18-24,8204
19155,25-39,16883
19155,40-49,10978
19155,50-64,19499
19155,65-74,9098
19155,75-99,6740
19157,0-4,899
19157,5-11,1409
19157,12-15,861
19157,16-17,427
19157,18-24,2759
19157,25-39,2685
19157,40-49,1930
19157,50-64,3703
19157,65-74,1938
19157,75-99,1777
19159,0-4,296
19159,5-11,474
19159,12-15,280
19159,16-17,149
19159,18-24,320
19159,25-39,765
19159,40-49,461
19159,50-64,1028
19159,65-74,583
19159,75-99,609
19161,0-4,580
19161,5-11,841
19161,12-15,521
19161,16-17,246
19161,18-24,673
19161,25-39,1392
19161,40-49,1062
19161,50-64,2217
19161,65-74,1109
19161,75-99,1161
19163,0-4,11095
19163,5-11,16351
19163,12-15,9143
19163,16-17,4557
19163,18-24,14530
19163,25-39,34566
19163,40-49,20912
19163,50-64,34099
19163,65-74,15776
19163,75-99,11416
19165,0-4,585
19165,5-11,1089
19165,12-15,571
19165,16-17,341
19165,18-24,783
19165,25-39,1783
19165,40-49,1192
19165,50-64,2629
19165,65-74,1287
19165,75-99,1345
19167,0-4,2557
19167,5-11,3631
19167,12-15,2212
19167,16-17,1031
19167,18-24,4670
19167,25-39,6197
19167,40-49,3314
19167,50-64,5913
19167,65-74,2625
19167,75-99,2676
19169,0-4,4450
19169,5-11,6563
19169,12-15,3384
19169,16-17,1707
19169,18-24,30025
19169,25-39,18302
19169,40-49,7936
19169,50-64,13137
19169,65-74,6359
19169,75-99,5078
19171,0-4,1086
19171,5-11,1525
19171,12-15,977
19171,16-17,507
19171,18-24,1316
19171,25-39,2589
19171,40-49,2097
19171,50-64,3610
19171,65-74,1741
19171,75-99,1583
19173,0-4,342
19173,5-11,608
19173,12-15,335
19173,16-17,150
19173,18-24,467
19173,25-39,1034
19173,40-49,610
19173,50-64,1266
19173,65-74,724
19173,75-99,631
19175,0-4,690
19175,5-11,1076
19175,12-15,669
19175,16-17,339
19175,18-24,1144
19175,25-39,2228
19175,40-49,1272
19175,50-64,2464
19175,65-74,1311
19175,75-99,1164
19177,0-4,416
19177,5-11,699
19177,12-15,343
19177,16-17,211
19177,18-24,463
19177,25-39,1037
19177,40-49,811
19177,50-64,1588
19177,65-74,891
19177,75-99,691
19179,0-4,2235
19179,5-11,3016
19179,12-15,1838
19179,16-17,899
19179,18-24,3203
19179,25-39,6617
19179,40-49,4084
19179,50-64,7150
19179,65-74,3298
19179,75-99,2802
19181,0-4,3004
19181,5-11,5148
19181,12-15,2788
19181,16-17,1483
19181,18-24,4752
19181,25-39,8988
19181,40-49,6381
19181,50-64,9751
19181,65-74,4536
19181,75-99,3245
19183,0-4,1491
19183,5-11,2032
19183,12-15,1281
19183,16-17,663
19183,18-24,1772
19183,25-39,3692
19183,40-49,2555
19183,50-64,4474
19183,65-74,2210
19183,75-99,1931
19185,0-4,461
19185,5-11,625
19185,12-15,356
19185,16-17,176
19185,18-24,448
19185,25-39,977
19185,40-49,638
19185,50-64,1353
19185,65-74,677
19185,75-99,718
19187,0-4,2125
19187,5-11,3102
19187,12-15,1625
19187,16-17,916
19187,18-24,4123
19187,25-39,6775
19187,40-49,3608
19187,50-64,7684
19187,65-74,3595
19187,75-99,2992
19189,0-4,565
19189,5-11,929
19189,12-15,479
19189,16-17,313
19189,18-24,1131
19189,25-39,1642
19189,40-49,1078
19189,50-64,2200
19189,65-74,1114
19189,75-99,1083
19191,0-4,853
19191,5-11,1467
19191,12-15,943
19191,16-17,487
19191,18-24,3247
19191,25-39,2774
19191,40-49,2084
19191,50-64,4350
19191,65-74,2114
19191,75-99,1943
19193,0-4,7386
19193,5-11,10295
19193,12-15,6231
19193,16-17,2933
19193,18-24,9923
19193,25-39,20157
19193,40-49,11742
19193,50-64,18848
19193,65-74,8635
19193,75-99,6436
19195,0-4,412
19195,5-11,599
19195,12-15,353
19195,16-17,197
19195,18-24,609
19195,25-39,1208
19195,40-49,865
19195,50-64,1699
19195,65-74,820
19195,75-99,683
19197,0-4,775
19197,5-11,1198
19197,12-15,743
19197,16-17,341
19197,18-24,831
19197,25-39,2130
19197,40-49,1233
19197,50-64,2682
19197,65-74,1369
19197,75-99,1437
20001,0-4,722
20001,5-11,1135
20001,12-15,645
20001,16-17,333
20001,18-24,1161
20001,25-39,2019
20001,40-49,1414
20001,50-64,2586
20001,65-74,1394
20001,75-99,1147
20003,0-4,478
20003,5-11,797
20003,12-15,506
20003,16-17,257
20003,18-24,573
20003,25-39,1225
20003,40-49,786
20003,50-64,1557
20003,65-74,858
20003,75-99,799
20005,0-4,919
20005,5-11,1486
20005,12-15,944
20005,16-17,467
20005,18-24,2317
20005,25-39,2640
20005,40-49,1579
20005,50-64,3164
20005,65-74,1514
20005,75-99,1238
20007,0-4,313
20007,5-11,523
20007,12-15,173
20007,16-17,93
20007,18-24,305
20007,25-39,823
20007,40-49,395
20007,50-64,1000
20007,65-74,564
20007,75-99,434
20009,0-4,1613
20009,5-11,2571
20009,12-15,1382
20009,16-17,715
20009,18-24,2313
20009,25-39,4644
20009,40-49,2693
20009,50-64,5536
20009,65-74,2548
20009,75-99,2438
20011,0-4,1023
20011,5-11,1539
20011,12-15,766
20011,16-17,416
20011,18-24,1334
20011,25-39,2327
20011,40-49,1580
20011,50-64,2783
20011,65-74,1537
20011,75-99,1303
20013,0-4,621
20013,5-11,954
20013,12-15,591
20013,16-17,261
20013,18-24,651
20013,25-39,1542
20013,40-49,1040
20013,50-64,2089
20013,65-74,1057
20013,75-99,820
20015,0-4,3967
20015,5-11,6681
20015,12-15,4328
20015,16-17,2154
20015,18-24,5749
20015,25-39,11672
20015,40-49,8838
20015,50-64,13411
20015,65-74,5579
20015,75-99,4319
20017,0-4,121
20017,5-11,247
20017,12-15,173
20017,16-17,62
20017,18-24,214
20017,25-39,328
20017,40-49,317
20017,50-64,538
20017,65-74,350
20017,75-99,287
20019,0-4,192
20019,5-11,278
20019,12-15,191
20019,16-17,79
20019,18-24,195
20019,25-39,514
20019,40-49,284
20019,50-64,724
20019,65-74,440
20019,75-99,426
20021,0-4,1110
20021,5-11,2042
20021,12-15,1050
20021,16-17,578
20021,18-24,1540
20021,25-39,3474
20021,40-49,2167
20021,50-64,4379
20021,65-74,2208
20021,75-99,1631
20023,0-4,147
20023,5-11,225
20023,12-15,123
20023,16-17,73
20023,18-24,187
20023,25-39,407
20023,40-49,247
20023,50-64,551
20023,65-74,341
20023,75-99,364
20025,0-4,157
20025,5-11,202
20025,12-15,95
20025,16-17,47
20025,18-24,112
20025,25-39,293
20025,40-49,185
20025,50-64,457
20025,65-74,196
20025,75-99,282
20027,0-4,505
20027,5-11,746
20027,12-15,477
20027,16-17,214
20027,18-24,498
20027,25-39,1333
20027,40-49,869
20027,50-64,1572
20027,65-74,957
20027,75-99,911
20029,0-4,611
20029,5-11,836
20029,12-15,428
20029,16-17,234
20029,18-24,828
20029,25-39,1464
20029,40-49,951
20029,50-64,1710
20029,65-74,945
20029,75-99,931
20031,0-4,435
20031,5-11,654
20031,12-15,453
20031,16-17,236
20031,18-24,643
20031,25-39,1343
20031,40-49,941
20031,50-64,1832
20031,65-74,990
20031,75-99,727
20033,0-4,67
20033,5-11,155
20033,12-15,108
20033,16-17,57
20033,18-24,106
20033,25-39,231
20033,40-49,170
20033,50-64,393
20033,65-74,273
20033,75-99,181
20035,0-4,2190
20035,5-11,3357
20035,12-15,1918
20035,16-17,941
20035,18-24,3598
20035,25-39,6056
20035,40-49,4123
20035,50-64,6769
20035,65-74,3466
20035,75-99,2933
20037,0-4,2331
20037,5-11,3432
20037,12-15,1847
20037,16-17,917
20037,18-24,7181
20037,25-39,6870
20037,40-49,3866
20037,50-64,6605
20037,65-74,3303
20037,75-99,2617
20039,0-4,162
20039,5-11,215
20039,12-15,107
20039,16-17,59
20039,18-24,170
20039,25-39,456
20039,40-49,243
20039,50-64,663
20039,65-74,360
20039,75-99,425
20041,0-4,1144
20041,5-11,1727
20041,12-15,1064
20041,16-17,540
20041,18-24,1309
20041,25-39,3355
20041,40-49,2121
20041,50-64,3905
20041,65-74,1903
20041,75-99,1760
20043,0-4,376
20043,5-11,639
20043,12-15,279
20043,16-17,171
20043,18-24,1217
20043,25-39,1129
20043,40-49,870
20043,50-64,1555
20043,65-74,796
20043,75-99,653
20045,0-4,6093
20045,5-11,8931
20045,12-15,4761
20045,16-17,2439
20045,18-24,28339
20045,25-39,25805
20045,40-49,12008
20045,50-64,17710
20045,65-74,8557
20045,75-99,5648
20047,0-4,174
20047,5-11,237
20047,12-15,173
20047,16-17,71
20047,18-24,102
20047,25-39,493
20047,40-49,337
20047,50-64,677
20047,65-74,341
20047,75-99,265
20049,0-4,126
20049,5-11,177
20049,12-15,176
20049,16-17,67
20049,18-24,94
20049,25-39,317
20049,40-49,233
20049,50-64,604
20049,65-74,384
20049,75-99,346
20051,0-4,1726
20051,5-11,2579
20051,12-15,1400
20051,16-17,616
20051,18-24,5000
20051,25-39,5483
20051,40-49,2830
20051,50-64,4826
20051,65-74,2323
20051,75-99,1992
20053,0-4,325
20053,5-11,429
20053,12-15,254
20053,16-17,139
20053,18-24,563
20053,25-39,1220
20053,40-49,704
20053,50-64,1313
20053,65-74,675
20053,75-99,609
20055,0-4,3270
20055,5-11,4466
20055,12-15,2347
20055,16-17,1194
20055,18-24,3952
20055,25-39,7509
20055,40-49,3891
20055,50-64,6216
20055,65-74,2410
20055,75-99,1495
20057,0-4,3085
20057,5-11,4015
20057,12-15,2177
20057,16-17,1069
20057,18-24,3496
20057,25-39,6923
20057,40-49,3988
20057,50-64,5809
20057,65-74,1932
20057,75-99,1686
20059,0-4,1534
20059,5-11,2593
20059,12-15,1316
20059,16-17,727
20059,18-24,2275
20059,25-39,4334
20059,40-49,3114
20059,50-64,5460
20059,65-74,2528
20059,75-99,1677
20061,0-4,4104
20061,5-11,4018
20061,12-15,1641
20061,16-17,745
20061,18-24,5241
20061,25-39,9614
20061,40-49,2781
20061,50-64,3114
20061,65-74,1627
20061,75-99,1140
20063,0-4,157
20063,5-11,244
20063,12-15,120
20063,16-17,47
20063,18-24,151
20063,25-39,424
20063,40-49,214
20063,50-64,585
20063,65-74,333
20063,75-99,369
20065,0-4,119
20065,5-11,219
20065,12-15,121
20065,16-17,55
20065,18-24,106
20065,25-39,367
20065,40-49,258
20065,50-64,606
20065,65-74,300
20065,75-99,368
20067,0-4,591
20067,5-11,1051
20067,12-15,465
20067,16-17,220
20067,18-24,732
